1 20
2 40


#Fichier test: sauvegarde des résultats.
#Date 2017-03-15 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 81

#Fichier test: sauvegarde des résultats.
#Date 2017-03-15 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 67

#Fichier test: sauvegarde des résultats.
#Date 2017-03-15 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 282

#Fichier test: sauvegarde des résultats.
#Date 2017-03-15 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 74

#Fichier test: sauvegarde des résultats.
#Date 2017-03-15 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 71

#Fichier test: sauvegarde des résultats.
#Date 2017-03-15 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 82

#Fichier test: sauvegarde des résultats.
#Date 2017-03-15 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 70

#Fichier test: sauvegarde des résultats.
#Date 2017-03-15 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 74

#Fichier test: sauvegarde des résultats.
#Date 2017-03-15 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 79

#Fichier test: sauvegarde des résultats.
#Date 2017-03-15 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 6103

#Fichier test: sauvegarde des résultats.
#Date 2017-03-15 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 204

#Fichier test: sauvegarde des résultats.
#Date 2017-03-15 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 71

#Fichier test: sauvegarde des résultats.
#Date 2017-03-15 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 78

#Fichier test: sauvegarde des résultats.
#Date 2017-03-15 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 239

#Fichier test: sauvegarde des résultats.
#Date 2017-03-18 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 51

#Fichier test: sauvegarde des résultats.
#Date 2017-03-18 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 54

#Fichier test: sauvegarde des résultats.
#Date 2017-03-18 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 415

#Fichier test: sauvegarde des résultats.
#Date 2017-03-18 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 142

#Fichier test: sauvegarde des résultats.
#Date 2017-03-18 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 194

#Fichier test: sauvegarde des résultats.
#Date 2017-03-18 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 226

#Fichier test: sauvegarde des résultats.
#Date 2017-03-18 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 74

#Fichier test: sauvegarde des résultats.
#Date 2017-03-18 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 89

#Fichier test: sauvegarde des résultats.
#Date 2017-03-18 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 76

#Fichier test: sauvegarde des résultats.
#Date 2017-03-18 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 76

#Fichier test: sauvegarde des résultats.
#Date 2017-03-18 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 79

#Fichier test: sauvegarde des résultats.
#Date 2017-03-18 .
#premier colonne nombre de thread  
 #Deuxième colonne est temps d'execution en ms
3 68
